date,repo,path,title,views,unique_visitors
2026-02-19,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.1(HotFix)/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.1(HotFix) · MuteJack/Myc...,15,7
2026-02-19,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/new,New release · MuteJack/Mycopsychosys-UnOfficial-Patch,13,1
2026-02-19,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/tree/master/README,Mycopsychosys-UnOfficial-Patch/README at master · MuteJack/Mycopsychosys-UnOf...,11,6
2026-02-19,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/master/README_eng.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at master · MuteJack/Mycopsychos...,10,7
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,55,29
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,21,15
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,12,7
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases/tag/v1.0.5,Release v1.0.5 - Mycopsychosys: Remastered 한국어 번역 (패치 파일 제외) · MuteJack/Mycop...,9,3
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/blob/main/README.md,Mycopsychosys-UnOfficial_Korean_Translation/README.md at main · MuteJack/Myco...,4,3
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases/tag/v1.0.3,Release v1.0.3 - Mycopsychosys: Remastered 한국어 번역 (패치 파일 제외) · MuteJack/Mycop...,4,3
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/17f40a5fd19c889fd1dfe43c0a06543c8ac474ef,Add Korean flag image for language option · MuteJack/Mycopsychosys-UnOfficial...,3,3
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases,Releases · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,2
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game/gui,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,2,2
2026-02-19,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game/tl/korean,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,2,2
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases,Releases · MuteJack/Mycopsychosys-UnOfficial-Patch,107,55
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch,GitHub - MuteJack/Mycopsychosys-UnOfficial-Patch,85,38
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/master/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at master · MuteJack/Mycopsychos...,40,20
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/tag/v1.0.1(HotFix),Release v1.0.1 HotFix - Unofficial Korean Translation & Feature Patch · MuteJ...,23,11
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/new,New release · MuteJack/Mycopsychosys-UnOfficial-Patch,13,1
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/tree/master/PortableGit,Mycopsychosys-UnOfficial-Patch/PortableGit at master · MuteJack/Mycopsychosys...,12,8
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/tag/v1.0.4,Release v1.0.4 - Unofficial Korean Translation & Feature Patch · MuteJack/Myc...,11,10
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.5/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.5 · MuteJack/Mycopsychos...,9,6
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.7/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.7 · MuteJack/Mycopsychos...,9,5
2026-02-20,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/tree/master/README,Mycopsychosys-UnOfficial-Patch/README at master · MuteJack/Mycopsychosys-UnOf...,9,4
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,49,24
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,20,14
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,12,7
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases/tag/v1.0.5,Release v1.0.5 - Mycopsychosys: Remastered 한국어 번역 (패치 파일 제외) · MuteJack/Mycop...,9,3
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/blob/main/README.md,Mycopsychosys-UnOfficial_Korean_Translation/README.md at main · MuteJack/Myco...,4,3
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/17f40a5fd19c889fd1dfe43c0a06543c8ac474ef,Add Korean flag image for language option · MuteJack/Mycopsychosys-UnOfficial...,3,3
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases,Releases · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,2
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game/gui,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,2,2
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game/tl/korean,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,2,2
2026-02-20,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/graphs/traffic,Traffic · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,1
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases,Releases · MuteJack/Mycopsychosys-UnOfficial-Patch,104,52
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch,GitHub - MuteJack/Mycopsychosys-UnOfficial-Patch,54,22
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/master/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at master · MuteJack/Mycopsychos...,17,9
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/new,New release · MuteJack/Mycopsychosys-UnOfficial-Patch,13,1
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.5/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.5 · MuteJack/Mycopsychos...,9,6
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.7/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.7 · MuteJack/Mycopsychos...,9,5
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/issues,GitHub · Where software is built,7,3
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/tag/v1.0.1(HotFix),Release v1.0.1 HotFix - Unofficial Korean Translation & Feature Patch · MuteJ...,6,4
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/tag/v1.0.5,Release v1.0.5 - Unofficial Korean Translation & Feature Patch · MuteJack/Myc...,6,4
2026-02-21,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/tag/v1.0.7,Release v1.0.7 - Unofficial Feature Patch · MuteJack/Mycopsychosys-UnOfficial...,6,4
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,39,18
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,20,14
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,11,6
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases/tag/v1.0.5,Release v1.0.5 - Mycopsychosys: Remastered 한국어 번역 (패치 파일 제외) · MuteJack/Mycop...,9,3
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/blob/main/README.md,Mycopsychosys-UnOfficial_Korean_Translation/README.md at main · MuteJack/Myco...,4,3
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/17f40a5fd19c889fd1dfe43c0a06543c8ac474ef,Add Korean flag image for language option · MuteJack/Mycopsychosys-UnOfficial...,3,3
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases,Releases · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,2
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game/gui,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,2,2
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/graphs/traffic,Traffic · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,1
2026-02-21,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases/edit/v1.0.3,Edit release · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,1
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases,Releases · MuteJack/Mycopsychosys-UnOfficial-Patch,97,50
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch,GitHub - MuteJack/Mycopsychosys-UnOfficial-Patch,30,15
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/new,New release · MuteJack/Mycopsychosys-UnOfficial-Patch,12,1
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.5/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.5 · MuteJack/Mycopsychos...,9,6
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.7/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.7 · MuteJack/Mycopsychos...,9,5
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/master/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at master · MuteJack/Mycopsychos...,8,5
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/tag/v1.0.7,Release v1.0.7 - Unofficial Feature Patch · MuteJack/Mycopsychosys-UnOfficial...,6,4
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/issues,GitHub · Where software is built,5,3
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/edit/v1.0.5,Edit release · MuteJack/Mycopsychosys-UnOfficial-Patch,5,1
2026-02-22,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/tags,Tags · MuteJack/Mycopsychosys-UnOfficial-Patch,5,1
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,39,18
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,12,10
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,10,5
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases/tag/v1.0.5,Release v1.0.5 - Mycopsychosys: Remastered 한국어 번역 (패치 파일 제외) · MuteJack/Mycop...,7,3
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/17f40a5fd19c889fd1dfe43c0a06543c8ac474ef,Add Korean flag image for language option · MuteJack/Mycopsychosys-UnOfficial...,3,3
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/blob/main/README.md,Mycopsychosys-UnOfficial_Korean_Translation/README.md at main · MuteJack/Myco...,3,2
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/graphs/traffic,Traffic · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,1
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/blob/main/.gitignore,Mycopsychosys-UnOfficial_Korean_Translation/.gitignore at main · MuteJack/Myc...,1,1
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/4372879263bcf3644027bdffccd96d6954c1962a,Version 1.0.3 has Released · MuteJack/Mycopsychosys-UnOfficial_Korean_Transla...,1,1
2026-02-22,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/9bfaf3636dad0c5caa1bce2875c743b1169445da,Update README.md · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation@9bfaf...,1,1
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases,Releases · MuteJack/Mycopsychosys-UnOfficial-Patch,87,45
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch,GitHub - MuteJack/Mycopsychosys-UnOfficial-Patch,30,15
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/new,New release · MuteJack/Mycopsychosys-UnOfficial-Patch,12,1
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.7/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.7 · MuteJack/Mycopsychos...,10,6
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/master/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at master · MuteJack/Mycopsychos...,7,5
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.5/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.5 · MuteJack/Mycopsychos...,7,4
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/tag/v1.0.7,Release v1.0.7 - Unofficial Feature Patch · MuteJack/Mycopsychosys-UnOfficial...,6,4
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/issues,GitHub · Where software is built,5,3
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/edit/v1.0.5,Edit release · MuteJack/Mycopsychosys-UnOfficial-Patch,5,1
2026-02-23,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/tags,Tags · MuteJack/Mycopsychosys-UnOfficial-Patch,5,1
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,32,15
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,12,10
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,10,5
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases/tag/v1.0.5,Release v1.0.5 - Mycopsychosys: Remastered 한국어 번역 (패치 파일 제외) · MuteJack/Mycop...,6,2
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/17f40a5fd19c889fd1dfe43c0a06543c8ac474ef,Add Korean flag image for language option · MuteJack/Mycopsychosys-UnOfficial...,3,3
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/blob/main/README.md,Mycopsychosys-UnOfficial_Korean_Translation/README.md at main · MuteJack/Myco...,3,2
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/graphs/traffic,Traffic · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,1
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/blob/main/.gitignore,Mycopsychosys-UnOfficial_Korean_Translation/.gitignore at main · MuteJack/Myc...,1,1
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/4372879263bcf3644027bdffccd96d6954c1962a,Version 1.0.3 has Released · MuteJack/Mycopsychosys-UnOfficial_Korean_Transla...,1,1
2026-02-23,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/9bfaf3636dad0c5caa1bce2875c743b1169445da,Update README.md · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation@9bfaf...,1,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases,Releases · MuteJack/Mycopsychosys-UnOfficial-Patch,82,43
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch,GitHub - MuteJack/Mycopsychosys-UnOfficial-Patch,23,11
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/new,New release · MuteJack/Mycopsychosys-UnOfficial-Patch,12,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.7/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.7 · MuteJack/Mycopsychos...,10,6
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.5/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.5 · MuteJack/Mycopsychos...,7,4
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/tag/v1.0.7,Release v1.0.7 - Unofficial Feature Patch · MuteJack/Mycopsychosys-UnOfficial...,6,4
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/master/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at master · MuteJack/Mycopsychos...,5,4
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/edit/v1.0.5,Edit release · MuteJack/Mycopsychosys-UnOfficial-Patch,5,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/tags,Tags · MuteJack/Mycopsychosys-UnOfficial-Patch,5,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/issues,GitHub · Where software is built,3,2
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,25,12
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,GitHub - MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,12,10
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/tree/main/game,Mycopsychosys-UnOfficial_Korean_Translation/game at main · MuteJack/Mycopsych...,6,3
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/releases/tag/v1.0.5,Release v1.0.5 - Mycopsychosys: Remastered 한국어 번역 (패치 파일 제외) · MuteJack/Mycop...,5,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/17f40a5fd19c889fd1dfe43c0a06543c8ac474ef,Add Korean flag image for language option · MuteJack/Mycopsychosys-UnOfficial...,2,2
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/graphs/traffic,Traffic · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,2,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/blob/main/.gitignore,Mycopsychosys-UnOfficial_Korean_Translation/.gitignore at main · MuteJack/Myc...,1,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/4372879263bcf3644027bdffccd96d6954c1962a,Version 1.0.3 has Released · MuteJack/Mycopsychosys-UnOfficial_Korean_Transla...,1,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commit/9bfaf3636dad0c5caa1bce2875c743b1169445da,Update README.md · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation@9bfaf...,1,1
2026-02-24,MuteJack/Mycopsychosys-UnOfficial_Korean_Translation,/MuteJack/Mycopsychosys-UnOfficial_Korean_Translation/commits,Commits · MuteJack/Mycopsychosys-UnOfficial_Korean_Translation · GitHub,1,1
2026-02-25,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases,Releases · MuteJack/Mycopsychosys-UnOfficial-Patch,74,38
2026-02-25,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch,GitHub - MuteJack/Mycopsychosys-UnOfficial-Patch,21,9
2026-02-25,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/releases/new,New release · MuteJack/Mycopsychosys-UnOfficial-Patch,12,1
2026-02-25,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.7/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.7 · MuteJack/Mycopsychos...,10,6
2026-02-25,MuteJack/Mycopsychosys-UnOfficial-Patch,/MuteJack/Mycopsychosys-UnOfficial-Patch/blob/v1.0.5/README_kor.md,Mycopsychosys-UnOfficial-Patch/README_kor.md at v1.0.5 · MuteJack/Mycopsychos...,7,4
